Code,Area,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,count,avg2017
E01003849,Richmond upon Thames 002C,999787,1026005,1026968,942882,3,1331880.667
E01003851,Richmond upon Thames 002D,1110079,1115706,1177789,1105778,4,1127338
E01003852,Richmond upon Thames 003A,760131,734953,826167,700912,3,1007387.667
E01003853,Richmond upon Thames 003B,1827263,1763559,1753467,1801929,3,2382072.667
E01003854,Richmond upon Thames 003C,1381083,1269466,1045833,1141818,4,1209550
E01003855,Richmond upon Thames 003D,615382,687765,714500,750952,4,692149.75
E01003856,Richmond upon Thames 003E,946536,955418,801154,759263,4,865592.75
E01003857,Richmond upon Thames 003F,836761,816735,891794,923033,4,867080.75
E01003858,Richmond upon Thames 003G,1078524,1069808,1043906,1056400,4,1062159.5
E01003859,Richmond upon Thames 005E,1054480,1090423,1098259,1047720,0,#DIV/0!
E01003860,Richmond upon Thames 002E,793016,895512,839385,898780,2,1713346.5
E01003861,Richmond upon Thames 004C,618219,625656,581303,590354,4,603883
E01003862,Richmond upon Thames 004D,580635,553636,519987,544382,4,549660
E01003863,Richmond upon Thames 004E,1027400,1089889,1107500,971900,4,1049172.25
E01003864,Richmond upon Thames 002F,1238336,723864,776639,793167,3,1177335.333
E01003865,Richmond upon Thames 004F,571115,591980,638083,659444,4,615155.5
E01003866,Richmond upon Thames 007A,935717,904674,929239,929081,4,924677.75
E01003867,Richmond upon Thames 011A,543000,506500,567300,582995,4,549948.75
E01003868,Richmond upon Thames 007B,751695,749400,839526,863500,3,1068040.333
E01003869,Richmond upon Thames 011B,696803,673909,733786,730850,4,708837
E01003870,Richmond upon Thames 011C,673644,807679,912567,951915,4,836451.25
E01003871,Richmond upon Thames 007C,832434,798115,804135,881659,4,829085.75
E01003872,Richmond upon Thames 007D,1202220,1199435,684000,631462,3,1239039
E01003873,Richmond upon Thames 006A,711404,732610,828501,838686,4,777800.25
E01003874,Richmond upon Thames 006B,886898,850775,881472,854432,4,868394.25
E01003875,Richmond upon Thames 006C,1019353,960107,972767,821875,4,943525.5
E01003876,Richmond upon Thames 008B,1053508,979285,939159,1038077,4,1002507.25
E01003877,Richmond upon Thames 008C,1194066,1128028,1072850,1137734,2,2266339
E01003878,Richmond upon Thames 006D,1406967,1633000,1653556,1455182,4,1537176.25
E01003879,Richmond upon Thames 008D,1167375,1155571,1269526,1217000,4,1202368
E01003880,Richmond upon Thames 016A,881997,985747,996059,1078875,4,985669.5
E01003881,Richmond upon Thames 016B,838714,747100,838273,864495,4,822145.5
E01003882,Richmond upon Thames 014A,824282,801498,788605,774900,4,797321.25
E01003883,Richmond upon Thames 014B,640867,624144,629079,612313,4,626600.75
E01003884,Richmond upon Thames 016C,572751,572605,569072,595532,4,577490
E01003885,Richmond upon Thames 016D,559676,553033,615018,570073,4,574450
E01003886,Richmond upon Thames 021A,608158,635795,694952,748320,4,671806.25
E01003887,Richmond upon Thames 021B,640211,656069,708621,745267,4,687542
E01003888,Richmond upon Thames 021C,560598,618372,641063,684667,4,626175
E01003889,Richmond upon Thames 021D,840944,809558,751554,839608,4,810416
E01003890,Richmond upon Thames 018C,920945,889785,937265,852053,4,900012
E01003891,Richmond upon Thames 018D,718635,730623,749498,720732,4,729872
E01003892,Richmond upon Thames 009A,1028324,1048405,1031841,983035,4,1022901.25
E01003893,Richmond upon Thames 009B,919227,1016923,1164125,1103891,4,1051041.5
E01003894,Richmond upon Thames 009C,697746,688141,701172,778339,4,716349.5
E01003895,Richmond upon Thames 009D,945494,807262,746397,836569,4,833930.5
E01003896,Richmond upon Thames 014C,580934,619734,584044,798932,4,645911
E01003897,Richmond upon Thames 014D,557432,569852,553641,656733,3,779219.3333
E01003898,Richmond upon Thames 015A,519546,578771,561856,559465,4,554909.5
E01003899,Richmond upon Thames 015B,577123,620864,598998,564753,4,590434.5
E01003900,Richmond upon Thames 015C,576227,577312,586350,604400,4,586072.25
E01003901,Richmond upon Thames 015D,592532,598750,589894,580285,4,590365.25
E01003902,Richmond upon Thames 015E,532684,544316,545250,558688,0,#DIV/0!
E01003903,Richmond upon Thames 015F,518331,517226,538874,551455,0,#DIV/0!
E01003904,Richmond upon Thames 015G,598100,569474,573378,584165,4,581279.25
E01003905,Richmond upon Thames 010A,413545,433928,435449,481654,4,441144
E01003906,Richmond upon Thames 010B,456394,465405,473289,472206,4,466823.5
E01003907,Richmond upon Thames 010C,352086,350804,385525,383281,4,367924
E01003908,Richmond upon Thames 010D,553084,561465,511914,537997,4,541115
E01003909,Richmond upon Thames 010E,543958,569632,516470,527544,4,539401
E01003910,Richmond upon Thames 011D,555132,573056,570115,577556,4,568964.75
E01033570,Richmond upon Thames 004G,635946,661898,678189,634385,4,652604.5
E01033571,Richmond upon Thames 004H,1224167,1139371,1127653,1128358,4,1154887.25
E01003911,Southwark 020A,459009,482119,493203,473382,4,476928.25
E01003912,Southwark 019A,,,,,4,0
E01003913,Southwark 024A,785403,782503,717985,719909,4,751450
E01003914,Southwark 024B,696944,727717,737913,747857,4,727607.75
E01003915,Southwark 024C,440361,453477,454806,490568,4,459803
E01003916,Southwark 020B,451616,413233,384439,390030,4,409829.5
E01003917,Southwark 020C,430061,388736,378118,402712,4,399906.75
E01003918,Southwark 020D,374292,418393,436061,448476,4,419305.5
E01003919,Southwark 021A,594769,569182,573459,541462,4,569718
E01003920,Southwark 021B,299917,348944,361625,365889,4,344093.75
E01003921,Southwark 021C,456782,482395,503418,510416,4,488252.75
E01003922,Southwark 021D,440261,431281,390456,379555,4,410388.25
E01003923,Southwark 017A,647156,721583,700000,648746,4,679371.25
E01003924,Southwark 021E,318583,,,,4,79645.75
E01003925,Southwark 020E,444267,408167,380538,373892,4,401716
E01003926,Southwark 021F,351292,349875,393393,419250,4,378452.5
E01003927,Southwark 002A,548077,517250,537500,519500,4,530581.75
E01003929,Southwark 002B,910072,831557,817085,793231,4,837986.25
E01003930,Southwark 034A,761583,767079,742535,747266,4,754615.75
E01003932,Southwark 034B,424650,446800,446583,485313,4,450836.5
E01003933,Southwark 034C,588933,563453,733692,811906,4,674496
E01003934,Southwark 002C,2035734,1590769,1444532,1231275,4,1575577.5
E01003935,Southwark 002D,,,,,4,0
E01003936,Southwark 009A,696533,719025,691109,702245,4,702228
E01003937,Southwark 009B,520085,512233,478383,465734,4,494108.75
E01003938,Southwark 006A,432143,421000,395375,428667,4,419296.25
E01003939,Southwark 002E,666375,724667,692889,658500,4,685607.75
E01003940,Southwark 006B,439100,442156,467927,472420,4,455400.75
E01003941,Southwark 006C,738852,752726,706981,671444,4,717500.75
E01003942,Southwark 006D,479583,468909,486923,596196,4,507902.75
E01003943,Southwark 009C,469390,,,,4,117347.5
E01003945,Southwark 033A,526696,582076,691398,654865,4,613758.75
E01003946,Southwark 033B,717727,766268,771770,804486,4,765062.75
E01003947,Southwark 033C,312772,330833,318625,336643,4,324718.25
E01003948,Southwark 033D,484412,468774,487967,464053,4,476301.5
E01003949,Southwark 032A,462963,434979,481630,495285,4,468714.25
E01003950,Southwark 032B,438527,490150,365800,418406,4,428220.75
E01003951,Southwark 033E,1025282,1134386,1142346,1179208,0,#DIV/0!
E01003952,Southwark 030A,717342,705988,778948,784339,4,746654.25
E01003953,Southwark 028A,587869,543726,583872,633559,4,587256.5
E01003954,Southwark 030B,733431,731387,755808,695112,4,728934.5
E01003955,Southwark 028B,732017,703427,693623,703106,4,708043.25
E01003956,Southwark 030C,681143,618656,627766,641347,4,642228
E01003957,Southwark 032C,791996,714330,683434,670000,4,714940
E01003958,Southwark 032D,682158,779918,785022,814587,4,765421.25
E01003960,Southwark 012A,505556,497421,445775,440917,4,472417.25
E01003961,Southwark 012B,,,,465000,4,116250
E01003963,Southwark 016A,413593,435644,368144,372081,4,397365.5
E01003964,Southwark 015A,504571,626833,575433,576531,4,570842
E01003966,Southwark 015B,399393,455625,,498250,4,338317
E01003967,Southwark 016B,543000,543000,509900,509900,4,526450
E01003968,Southwark 015C,,,,,4,0
E01003969,Southwark 017B,598428,562947,546200,453192,4,540191.75
E01003970,Southwark 016C,,,,,4,0
E01003971,Southwark 015D,498750,515735,522625,519500,4,514152.5
E01003972,Southwark 016D,447143,453125,490000,457308,4,461894
E01003973,Southwark 016E,,382000,382000,,4,191000
E01003974,Southwark 015E,,,,,4,0
E01003975,Southwark 004A,443161,429871,352568,327650,4,388312.5
E01003976,Southwark 003A,603716,583472,600833,581059,4,592270
E01003977,Southwark 010A,362100,354704,395005,384312,4,374030.25
E01003978,Southwark 004B,507837,536654,538169,573709,4,539092.25
E01003979,Southwark 006E,551750,583235,573056,637857,4,586474.5
E01003980,Southwark 013A,391869,440386,456155,462893,4,437825.75
E01003981,Southwark 006F,945847,966865,956181,878399,4,936823
E01003983,Southwark 018A,,347700,349750,284700,4,245537.5
E01003984,Southwark 023A,491368,507210,536652,563150,4,524595
E01003986,Southwark 011A,,397417,355750,367400,4,280141.75
E01003987,Southwark 011B,352200,,334188,350938,4,259331.5
E01003988,Southwark 018B,352962,360318,397938,424016,4,383808.5
E01003989,Southwark 018C,274797,288980,475489,488952,4,382054.5
E01003990,Southwark 018D,349125,349125,309333,309333,4,329229
E01003991,Southwark 017C,520275,597571,526429,496333,4,535152
E01003992,Southwark 014A,440250,417188,456083,465250,4,444692.75
E01003993,Southwark 017D,,,,,4,0
E01003994,Southwark 012E,548083,398660,,,4,236685.75
E01003995,Southwark 014B,441714,441714,448000,433500,4,441232
E01003997,Southwark 017E,587383,630813,632722,602111,4,613257.25
E01003998,Southwark 014D,720409,755500,778625,794048,4,762145.5
E01003999,Southwark 014E,408667,,588800,491800,4,372316.75
E01004000,Southwark 026A,523362,492426,479372,487800,4,495740
E01004001,Southwark 026B,557003,517041,591150,612625,4,569454.75
E01004002,Southwark 029A,701502,578967,715650,713192,4,677327.75
E01004003,Southwark 023B,346921,339279,,371800,4,264500
E01004004,Southwark 023C,494583,511150,490706,499270,4,498927.25
E01004005,Southwark 023D,351050,505757,503708,501740,4,465563.75
E01004006,Southwark 023E,641706,650816,631526,690719,4,653691.75
E01004007,Southwark 018E,365800,,371083,324500,4,265345.75
E01004008,Southwark 022B,342494,345636,415700,416545,4,380093.75
E01004010,Southwark 022D,408100,417545,443067,455091,4,430950.75
E01004011,Southwark 019B,363000,361875,345000,332400,4,350568.75
E01004012,Southwark 019C,320737,322389,387237,376976,4,351834.75
E01004013,Southwark 019D,424760,,,358400,4,195790
E01004014,Southwark 019E,311525,316929,309625,309427,4,311876.5
E01004015,Southwark 028C,579597,579175,643485,659609,4,615466.5
E01004016,Southwark 029B,530824,577633,618661,619003,4,586530.25
E01004017,Southwark 029C,570890,568434,735140,739059,4,653380.75
E01004018,Southwark 032E,571618,590060,581765,594919,4,584590.5
E01004019,Southwark 026C,564820,587583,574927,588797,4,579031.75
E01004020,Southwark 029D,384754,393421,391773,391381,4,390332.25
E01004021,Southwark 028D,642653,637500,596440,580828,4,614355.25
E01004022,Southwark 004C,332921,332335,424980,426698,4,379233.5
E01004023,Southwark 004D,636220,698714,624143,754000,4,678269.25
E01004024,Southwark 011C,430333,402542,420500,422600,4,418993.75
E01004027,Southwark 003E,1686520,1755175,1778029,2040401,4,1815031.25
E01004028,Southwark 004E,332768,368569,351716,365475,4,354632
E01004029,Southwark 001A,504362,495321,482750,523065,4,501374.5
E01004030,Southwark 007A,559104,578096,557096,552762,4,561764.5
E01004031,Southwark 007B,492036,498417,589955,509692,4,522525
E01004032,Southwark 001B,603734,676050,667690,644172,4,647911.5
E01004033,Southwark 007C,465185,502787,543477,528042,4,509872.75
E01004034,Southwark 007D,400643,527682,659400,674455,4,565545
E01004035,Southwark 011D,465247,464341,495272,,4,356215
E01004036,Southwark 007E,351500,388778,372143,376000,4,372105.25
E01004037,Southwark 010B,317519,321272,320247,330271,4,322327.25
E01004038,Southwark 010C,455778,457004,473863,464303,4,462737
E01004039,Southwark 013B,418778,400083,405142,362999,4,396750.5
E01004040,Southwark 013C,,,,,4,0
E01004041,Southwark 013D,,,,,4,0
E01004042,Southwark 010D,372871,377946,379955,358455,4,372306.75
E01004043,Southwark 010E,568691,588162,629841,652708,4,609850.5
E01004044,Southwark 013E,578972,584036,435656,426375,4,506259.75
E01004045,Southwark 027A,350028,370795,392597,392871,4,376572.75
E01004046,Southwark 028E,754500,808933,811966,739411,4,778702.5
E01004047,Southwark 027B,383440,398250,376021,395450,4,388290.25
E01004048,Southwark 027C,488108,527600,541266,600400,4,539343.5
E01004049,Southwark 027D,394064,299790,326900,339393,4,340036.75
E01004050,Southwark 024D,664569,678043,678225,674412,4,673812.25
E01004051,Southwark 027E,475305,488604,474007,460099,4,474503.75
E01004052,Southwark 024E,632376,599013,648208,663844,4,635860.25
E01004053,Southwark 001C,548781,548273,541851,553088,4,547998.25
E01004054,Southwark 001D,546978,530318,557000,539371,4,543416.75
E01004055,Southwark 001E,580186,580186,618857,618667,4,599474
E01004056,Southwark 008A,463525,486568,477523,466714,4,473582.5
E01004057,Southwark 008B,489355,462583,462500,489071,4,475877.25
E01004058,Southwark 008C,472658,521664,506170,545173,4,511416.25
E01004059,Southwark 008D,697107,702375,712925,699956,4,703090.75
E01004060,Southwark 008E,521093,524194,531800,571445,4,537133
E01004061,Southwark 025A,799886,822100,748555,709798,4,770084.75
E01004062,Southwark 025B,511730,489615,486578,409057,4,474245
E01004063,Southwark 025C,646780,658244,680025,707039,4,673022
E01004064,Southwark 026D,458056,493998,491059,501091,4,486051
E01004065,Southwark 025D,729945,697152,663810,687179,4,694521.5
E01004066,Southwark 025E,630685,512554,652310,683750,4,619824.75
E01004067,Southwark 022E,491200,490467,399143,373635,4,438611.25
E01004068,Southwark 026E,506188,510109,508854,499310,4,506115.25
E01004069,Southwark 031A,2012491,2237700,1879364,1917150,4,2011676.25
E01004070,Southwark 031B,829363,792845,853641,848253,4,831025.5
E01004071,Southwark 030D,544869,549131,643522,675900,4,603355.5
E01004072,Southwark 030E,967714,972844,1067795,997556,4,1001477.25
E01004073,Southwark 031C,966848,1004750,1045373,1033925,4,1012724
E01004074,Southwark 031D,1326623,1279971,1350937,1311210,4,1317185.25
E01004075,Southwark 031E,2019231,2232333,1826182,1589568,4,1916828.5
E01032583,Southwark 034D,970252,966779,949617,1010989,0,#DIV/0!
E01032584,Southwark 034E,518056,577500,653000,686333,0,#DIV/0!
E01032637,Southwark 003F,849095,823996,769458,795300,2,1618924.5
E01032638,Southwark 003G,858036,905577,976750,955625,4,923997
E01032639,Southwark 014F,514012,513763,529499,498666,0,#DIV/0!
E01032640,Southwark 003H,1257028,1356378,1488076,1225986,4,1331867
E01032646,Southwark 003I,668202,649112,647333,674100,4,659686.75
E01032719,Southwark 014G,359696,487450,509444,449625,0,#DIV/0!
E01032720,Southwark 009F,453281,597472,591361,657188,4,574825.5
E01032722,Southwark 012F,577124,546268,559208,547216,4,557454
E01032803,Southwark 003J,650965,687395,651359,672160,4,665469.75
E01032805,Southwark 022F,491379,495160,416863,443300,4,461675.5
E01032834,Southwark 003K,1205941,1127813,1097327,1124038,4,1138779.75
E01004076,Sutton 011A,328852,325173,330528,332211,4,329191
E01004077,Sutton 011B,345257,352446,404502,437494,4,384924.75
E01004078,Sutton 011C,296530,299877,291205,296483,3,394698.3333
E01004079,Sutton 011D,461667,465000,487633,496300,4,477650
E01004080,Sutton 011E,461497,435967,421904,443107,4,440618.75
E01004081,Sutton 011F,361180,365423,364660,366138,4,364350.25
E01004082,Sutton 011G,437636,445600,438071,437632,4,439734.75
E01004083,Sutton 019A,287000,268571,269600,297200,4,280592.75
E01004084,Sutton 024A,693094,703567,666750,658500,4,680477.75
E01004085,Sutton 024B,616033,579467,575158,551220,4,580469.5
E01004086,Sutton 019B,294853,295064,301758,359671,4,312836.5
E01004087,Sutton 017A,625917,649455,547818,582000,4,601297.5
E01004088,Sutton 019C,,,,,4,0
E01004089,Sutton 019D,211076,224792,253308,276357,2,482766.5
E01004090,Sutton 021A,287859,299273,330000,327889,4,311255.25
E01004091,Sutton 022A,656909,698139,707735,714219,4,694250.5
E01004092,Sutton 022B,715452,679674,834235,734375,4,740934
E01004093,Sutton 025A,526933,547846,564667,476500,3,705315.3333
E01004094,Sutton 025B,359903,329631,363000,367041,4,354893.75
E01004095,Sutton 025C,562153,495669,435739,452512,3,648691
E01004096,Sutton 021B,280611,279497,238496,238443,4,259261.75
E01004097,Sutton 015A,440738,452525,482786,487075,4,465781
E01004098,Sutton 015B,441357,478100,469328,499266,1,1888051
E01004099,Sutton 015C,399440,382897,363174,362545,4,377014
E01004100,Sutton 015D,441897,461338,488866,475532,4,466908.25
E01004101,Sutton 013A,459070,479774,470618,466311,4,468943.25
E01004102,Sutton 015E,515929,505498,491892,495873,1,2009192
E01004103,Sutton 013B,360118,350162,349984,364820,2,712542
E01004104,Sutton 020A,575765,553912,538895,565100,4,558418
E01004105,Sutton 022C,413818,432643,479765,512933,4,459789.75
E01004106,Sutton 022D,763051,719069,797114,834551,4,778446.25
E01004107,Sutton 020B,364230,380196,385119,388693,4,379559.5
E01004108,Sutton 024C,429609,454133,470375,508423,4,465635
E01004109,Sutton 024D,399224,404643,399246,390343,3,531152
E01004110,Sutton 016A,428303,415578,435878,450267,4,432506.5
E01004111,Sutton 016B,495093,489521,485738,457140,0,#DIV/0!
E01004112,Sutton 016C,607920,572237,571867,624167,4,594047.75
E01004114,Sutton 025D,1164652,1188880,1195870,1116611,4,1166503.25
E01004115,Sutton 009A,373996,410040,406029,393179,4,395811
E01004116,Sutton 008A,395967,436436,479619,535121,0,#DIV/0!
E01004117,Sutton 006A,504550,498362,474767,478211,2,977945
E01004118,Sutton 009B,392298,441609,462525,446818,0,#DIV/0!
E01004119,Sutton 009C,419546,460112,470999,488649,0,#DIV/0!
E01004120,Sutton 016D,612571,589127,600319,543579,4,586399
E01004121,Sutton 006B,456179,476831,475647,483693,4,473087.5
E01004122,Sutton 008B,570472,577807,583573,590076,1,2321928
E01004123,Sutton 002A,278538,275163,281942,300560,4,284050.75
E01004124,Sutton 002B,362771,363185,366117,370778,4,365712.75
E01004125,Sutton 001A,306554,333211,324691,325053,4,322377.25
E01004126,Sutton 002C,328563,330188,319700,320182,4,324658.25
E01004127,Sutton 005A,332694,321222,313725,308413,4,319013.5
E01004128,Sutton 002D,342326,342359,333659,329343,4,336921.75
E01004129,Sutton 002E,330314,326877,325250,300958,4,320849.75
E01004130,Sutton 003A,414914,416985,410171,407309,4,412344.75
E01004131,Sutton 003B,368303,363299,391392,399703,4,380674.25
E01004132,Sutton 009D,434231,442536,433933,435286,4,436496.5
E01004133,Sutton 009E,445036,453600,459833,469200,4,456917.25
E01004134,Sutton 003C,390700,395538,394800,384757,4,391448.75
E01004135,Sutton 003D,458048,441528,458709,465391,4,455919
E01004136,Sutton 003E,428385,444216,448430,507528,3,609519.6667
E01004137,Sutton 012A,330704,329779,333869,331366,2,662859
E01004138,Sutton 013C,355367,349450,339517,332946,4,344320
E01004139,Sutton 013D,378480,375213,354750,361100,3,489847.6667
E01004140,Sutton 012B,280559,276889,237647,248738,4,260958.25
E01004141,Sutton 012C,265077,261814,268675,279721,4,268821.75
E01004142,Sutton 012D,319998,334050,326438,335540,4,329006.5
E01004143,Sutton 014A,362219,352450,356750,366339,4,359439.5
E01004144,Sutton 007A,445538,435636,425869,411453,4,429624
E01004145,Sutton 007B,380315,386630,392886,420357,4,395047
E01004146,Sutton 007C,326030,325461,318917,368000,3,446136
E01004147,Sutton 007D,426956,440442,438500,457969,4,440966.75
E01004148,Sutton 014B,329794,377095,385829,390001,4,370679.75
E01004149,Sutton 012E,357600,350688,341128,364594,3,471336.6667
E01004150,Sutton 021C,284947,283585,281569,257377,2,553739
E01004151,Sutton 021D,331432,324471,320500,305758,4,320540.25
E01004152,Sutton 018A,326361,308409,318446,310162,2,631689
E01004153,Sutton 021E,357297,353779,361274,363069,4,358854.75
E01004154,Sutton 022E,593647,585857,570500,547095,2,1148549.5
E01004155,Sutton 018B,368980,382707,368883,357188,4,369439.5
E01004156,Sutton 018C,315460,322728,331527,330390,2,650052.5
E01004157,Sutton 016E,579143,595231,583643,636083,4,598525
E01004158,Sutton 018D,360090,373078,343955,363436,2,720279.5
E01004159,Sutton 014C,392866,395972,404023,414848,4,401927.25
E01004160,Sutton 014D,382165,383159,377650,370816,4,378447.5
E01004161,Sutton 014E,405903,409613,399702,397190,4,403102
E01004162,Sutton 018E,303721,300039,282503,286987,1,1173250
E01004163,Sutton 005B,366099,361495,376863,380910,4,371341.75
E01004164,Sutton 004A,352898,375690,373606,384057,4,371562.75
E01004165,Sutton 005C,324865,320487,320426,321625,3,429134.3333
E01004166,Sutton 004B,354479,372093,376413,393919,3,498968
E01004167,Sutton 005D,390324,382382,383528,380647,4,384220.25
E01004168,Sutton 013E,433866,440816,427565,445520,4,436941.75
E01004169,Sutton 004C,325477,293925,310230,300607,4,307559.75
E01004170,Sutton 017B,314433,321896,332839,322295,4,322865.75
E01004171,Sutton 010A,436227,461000,494556,488438,1,1880221
E01004172,Sutton 010B,290357,290126,287514,297217,3,388404.6667
E01004173,Sutton 010C,389494,396062,408014,445120,0,#DIV/0!
E01004174,Sutton 017C,328423,334034,351641,342806,4,339226
E01004175,Sutton 010D,377924,377613,383508,386698,4,381435.75
E01004176,Sutton 010E,334654,342987,364581,374956,4,354294.5
E01004177,Sutton 020C,270354,259793,285457,304511,4,280028.75
E01004178,Sutton 017D,319294,321875,326866,322750,4,322696.25
E01004179,Sutton 017E,463226,471943,419261,432672,4,446775.5
E01004180,Sutton 020D,686431,643805,680525,691100,4,675465.25
E01004181,Sutton 020E,307427,330889,385367,391413,4,353774
E01004182,Sutton 019E,376370,371360,381696,385870,4,378824
E01004183,Sutton 001B,300887,312887,322638,303986,0,#DIV/0!
E01004184,Sutton 001C,328000,332100,331531,335962,2,663796.5
E01004185,Sutton 001D,281500,291667,292143,337000,4,300577.5
E01004186,Sutton 004D,271216,276567,269411,276398,4,273398
E01004187,Sutton 005E,334211,339015,333924,332831,4,334995.25
E01004188,Sutton 004E,331139,336533,310392,285748,4,315953
E01004189,Sutton 001E,324524,328503,339845,342302,4,333793.5
E01004190,Sutton 008C,511688,474031,481219,462792,2,964865
E01004191,Sutton 008D,378123,403863,434787,463844,4,420154.25
E01004192,Sutton 006C,452728,452191,447457,414395,4,441692.75
E01004193,Sutton 006D,444818,430281,426994,436244,4,434584.25
E01004194,Sutton 008E,313670,379170,380389,379569,4,363199.5
E01004195,Sutton 006E,376855,391198,397260,399478,4,391197.75
E01004196,Sutton 008F,424062,429350,442976,407227,4,425903.75
E01032623,Sutton 025E,1118105,1133267,1110436,1113375,4,1118795.75
E01004197,Tower Hamlets 002A,494885,496693,552417,583911,4,531976.5
E01004198,Tower Hamlets 002B,483610,426114,355960,380686,4,411592.5
E01004199,Tower Hamlets 002C,421333,398286,492775,503255,4,453912.25
E01004200,Tower Hamlets 005A,595825,585757,579438,533665,4,573671.25
E01004201,Tower Hamlets 002D,466874,441000,441428,481250,4,457638
E01004202,Tower Hamlets 005B,563350,607823,597051,610174,4,594599.5
E01004203,Tower Hamlets 005C,561857,605500,555000,554042,4,569099.75
E01004204,Tower Hamlets 005D,584527,573327,492147,482821,4,533205.5
E01004205,Tower Hamlets 013A,,,,,4,0
E01004206,Tower Hamlets 013B,,,,,4,0
E01004207,Tower Hamlets 011A,859900,,,586667,4,361641.75
E01004208,Tower Hamlets 013C,503600,431714,459063,473944,4,467080.25
E01004209,Tower Hamlets 011B,,,,,4,0
E01004211,Tower Hamlets 013D,539500,465875,495375,479000,4,494937.5
E01004212,Tower Hamlets 011D,538382,527781,494500,495276,4,513984.75
E01004214,Tower Hamlets 030A,,,,,4,0
E01004215,Tower Hamlets 028A,526559,564715,571194,576061,4,559632.25
E01004216,Tower Hamlets 030B,559212,526364,502585,511167,4,524832
E01004217,Tower Hamlets 030C,494592,482773,475148,444036,4,474137.25
E01004218,Tower Hamlets 030D,676228,627187,532228,573733,4,602344
E01004219,Tower Hamlets 028B,312455,335950,357556,521721,4,381920.5
E01004221,Tower Hamlets 028D,819616,820684,816728,787301,4,811082.25
E01004222,Tower Hamlets 001A,482381,474333,430738,423150,4,452650.5
E01004223,Tower Hamlets 001B,,568750,558333,603000,4,432520.75
E01004224,Tower Hamlets 001C,422502,427261,435114,436591,4,430367
E01004225,Tower Hamlets 004A,443174,441051,417851,445835,4,436977.75
E01004226,Tower Hamlets 001D,347706,356389,358417,382175,4,361171.75
E01004228,Tower Hamlets 003A,702586,710532,734057,732485,4,719915
E01004229,Tower Hamlets 004C,733932,688139,840000,798063,4,765033.5
E01004230,Tower Hamlets 003B,562953,631712,701441,771369,4,666868.75
E01004231,Tower Hamlets 004D,531000,439000,590556,634000,4,548639
E01004232,Tower Hamlets 003C,856683,1000229,990068,1045000,4,972995
E01004233,Tower Hamlets 003D,433636,466156,449309,464136,4,453309.25
E01004234,Tower Hamlets 003E,737416,796708,705959,665342,4,726356.25
E01004235,Tower Hamlets 008A,,,301560,314686,4,154061.5
E01004236,Tower Hamlets 008B,283714,276214,266700,344409,4,292759.25
E01004237,Tower Hamlets 008C,342000,326100,287333,271250,4,306670.75
E01004238,Tower Hamlets 008D,398310,404012,406289,384195,4,398201.5
E01004239,Tower Hamlets 008E,,437383,393256,340594,4,292808.25
E01004240,Tower Hamlets 012A,384875,379333,360150,340188,4,366136.5
E01004241,Tower Hamlets 012B,,410500,385417,361786,4,289425.75
E01004242,Tower Hamlets 012C,397079,395015,386342,397789,4,394056.25
E01004243,Tower Hamlets 020A,362722,358577,355775,339562,4,354159
E01004244,Tower Hamlets 020B,,,,459000,4,114750
E01004245,Tower Hamlets 018A,363402,373001,372804,380533,4,372435
E01004246,Tower Hamlets 018B,358029,406240,440565,458400,4,415808.5
E01004247,Tower Hamlets 020C,432684,438056,420538,363988,4,413816.5
E01004248,Tower Hamlets 018C,,,,373840,4,93460
E01004249,Tower Hamlets 018D,310833,313000,,,4,155958.25
E01004250,Tower Hamlets 020D,295806,300283,287506,332819,4,304103.5
E01004251,Tower Hamlets 023A,394947,398671,397321,403978,4,398729.25
E01004252,Tower Hamlets 024A,367891,361618,363636,365022,4,364541.75
E01004253,Tower Hamlets 024B,440439,458009,451072,473607,4,455781.75
E01004254,Tower Hamlets 023B,483819,468556,524340,536052,4,503191.75
E01004255,Tower Hamlets 023C,384064,369083,567900,,4,330261.75
E01004256,Tower Hamlets 024C,354232,350771,365900,353375,4,356069.5
E01004257,Tower Hamlets 024D,,,,,4,0
E01004258,Tower Hamlets 023D,818182,766632,695250,733375,4,753359.75
E01004259,Tower Hamlets 007A,470113,476100,472995,476787,4,473998.75
E01004260,Tower Hamlets 007B,414795,462313,465500,483750,4,456589.5
E01004261,Tower Hamlets 010A,,,,,4,0
E01004262,Tower Hamlets 010B,,,563500,497786,4,265321.5
E01004263,Tower Hamlets 007C,,,,,4,0
E01004264,Tower Hamlets 010C,,,,,4,0
E01004266,Tower Hamlets 007D,692328,653454,663909,633571,4,660815.5
E01004267,Tower Hamlets 012D,523640,474078,460893,381304,4,459978.75
E01004268,Tower Hamlets 012E,395286,,,,4,98821.5
E01004269,Tower Hamlets 014A,527938,515978,508774,516075,4,517191.25
E01004270,Tower Hamlets 014B,535000,516833,500923,498500,4,512814
E01004271,Tower Hamlets 014C,394026,392295,429293,452780,4,417098.5
E01004272,Tower Hamlets 014D,436116,431817,367063,335800,4,392699
E01004273,Tower Hamlets 014E,425438,416650,398237,415321,4,413911.5
E01004274,Tower Hamlets 031A,374429,431000,504182,565283,4,468723.5
E01004275,Tower Hamlets 031B,483482,586983,541547,519838,4,532962.5
E01004276,Tower Hamlets 031C,477104,489703,500357,522240,4,497351
